MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,TotalBsmtSF,RoofMatl,BedroomAbvGr,Foundation,HouseStyle,CentralAir,ExterCond,GrLivArea,Fireplaces,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageArea,PavedDrive,SalePrice,Age
75,RM,5520,AllPub,OldTown,6,755,CompShg,5,CBlock,2.5Fin,Y,TA,2229,0,1,8,,0,Y,104000,97
20,RL,9591,AllPub,NridgHt,5,1713,CompShg,3,PConc,1Story,Y,TA,1713,1,1,7,Attchd,856,Y,274900,5
20,RM,8546,AllPub,Edwards,5,1121,CompShg,2,PConc,1Story,Y,TA,1121,0,1,5,Attchd,440,Y,140000,7
20,RL,10125,AllPub,Mitchel,6,1196,CompShg,3,CBlock,1Story,Y,TA,1279,2,1,6,Detchd,473,Y,171500,31
50,RL,7000,AllPub,OldTown,6,617,CompShg,2,BrkTil,1.5Fin,Y,Gd,1310,0,1,6,Attchd,398,Y,112000,82
120,RM,4438,AllPub,CollgCr,5,848,CompShg,1,PConc,1Story,Y,TA,848,1,1,3,Attchd,420,Y,149000,4
50,RM,3500,AllPub,OldTown,7,720,CompShg,2,CBlock,1.5Fin,Y,TA,1284,0,1,5,Detchd,240,Y,110000,62
20,RL,11851,AllPub,Gilbert,5,1424,CompShg,3,PConc,1Story,Y,TA,1442,0,1,5,Attchd,500,Y,180500,19
20,RL,13673,AllPub,Sawyer,5,1140,CompShg,3,CBlock,1Story,Y,Gd,1696,1,1,8,Attchd,349,Y,143900,45
20,RL,12493,AllPub,NAmes,5,1100,CompShg,3,PConc,1Story,Y,TA,1100,1,1,6,Attchd,312,Y,141000,48
60,RL,14364,AllPub,SawyerW,5,1157,CompShg,3,CBlock,2Story,Y,TA,2062,1,1,7,Attchd,454,Y,277000,19
20,RL,8250,AllPub,NAmes,7,1092,CompShg,3,CBlock,1Story,Y,TA,1092,0,1,6,Attchd,504,Y,145000,44
30,RL,5604,AllPub,Edwards,6,864,CompShg,2,CBlock,1Story,N,TA,864,0,1,5,,0,Y,98000,83
20,RL,10420,AllPub,Edwards,5,1212,CompShg,3,PConc,1Story,Y,TA,1212,0,1,6,Attchd,460,Y,186000,1
60,FV,8640,AllPub,Somerst,5,900,CompShg,3,PConc,2Story,Y,TA,1852,1,1,7,Attchd,644,Y,252678,0
20,RL,13568,AllPub,CollgCr,5,990,CompShg,3,PConc,1Story,Y,TA,990,0,1,5,Attchd,576,Y,156000,11
60,RL,10900,AllPub,CollgCr,7,689,CompShg,3,CBlock,2Story,Y,TA,1392,0,1,6,Attchd,299,Y,161750,33
20,RL,10011,AllPub,NAmes,6,1070,CompShg,2,CBlock,1Story,Y,TA,1236,1,1,6,Attchd,447,Y,134450,49
20,RL,8450,AllPub,CollgCr,5,1436,CompShg,3,PConc,1Story,Y,TA,1436,0,1,8,Attchd,484,Y,210000,4
70,RM,9906,AllPub,OldTown,4,686,CompShg,3,CBlock,2Story,N,TA,1328,0,1,8,Detchd,210,Y,107000,81
50,RL,15660,AllPub,Crawfor,9,798,CompShg,3,CBlock,1.5Fin,Y,Gd,1954,2,1,8,Attchd,431,Y,311500,69
120,RL,3010,AllPub,Blmngtn,5,1248,CompShg,2,PConc,1Story,Y,TA,1248,0,1,5,Attchd,438,Y,167240,1
20,RL,8990,AllPub,CollgCr,5,1498,CompShg,2,PConc,1Story,Y,TA,1498,0,1,5,Attchd,675,Y,204900,0
60,RL,8068,AllPub,Gilbert,5,1010,CompShg,4,PConc,2Story,Y,TA,2267,1,1,8,BuiltIn,390,Y,200000,7
60,RL,11475,AllPub,NWAmes,6,713,CompShg,3,CBlock,2Story,Y,TA,1552,1,1,6,Attchd,434,Y,179900,31
20,RL,10500,AllPub,NAmes,6,864,CompShg,2,CBlock,1Story,Y,TA,864,0,1,4,Detchd,576,Y,97000,38
20,RL,13472,AllPub,NridgHt,5,2392,CompShg,3,PConc,1Story,Y,TA,2392,1,1,8,Attchd,968,Y,386250,6
160,RM,1680,AllPub,BrDale,5,630,CompShg,3,CBlock,2Story,Y,TA,1302,0,1,6,Detchd,280,Y,112000,38
60,RL,9950,AllPub,NoRidge,5,1203,CompShg,4,PConc,2Story,Y,TA,2520,1,1,9,Attchd,721,Y,290000,12
160,RM,1869,AllPub,BrDale,6,483,CompShg,2,CBlock,2Story,Y,TA,987,0,1,5,Detchd,280,Y,106000,38
20,RL,8521,AllPub,Sawyer,5,912,CompShg,3,CBlock,1Story,Y,TA,912,1,1,5,Detchd,336,Y,125000,43
120,RL,3182,AllPub,Blmngtn,5,1373,CompShg,2,PConc,1Story,Y,TA,1555,1,1,7,Attchd,430,Y,192500,4
20,RL,8760,AllPub,NAmes,6,1194,CompShg,3,CBlock,1Story,Y,TA,1194,0,1,6,Attchd,312,Y,148000,51
60,RL,15138,AllPub,NoRidge,5,1462,CompShg,4,PConc,2Story,Y,TA,2794,1,1,9,Attchd,810,Y,403000,14
160,RM,1680,AllPub,BrDale,5,483,CompShg,2,CBlock,2Story,Y,TA,987,1,1,5,Attchd,288,Y,94500,34
20,RL,10650,AllPub,CollgCr,6,894,CompShg,3,CBlock,1Story,Y,TA,894,0,1,5,Attchd,308,Y,128200,34
60,RL,7851,AllPub,Gilbert,5,860,CompShg,4,PConc,2Story,Y,TA,1960,2,1,8,BuiltIn,440,Y,216500,8
160,RM,1680,AllPub,BrDale,3,483,CompShg,2,CBlock,2Story,Y,TA,987,0,1,5,Detchd,264,Y,89500,37
20,RL,8773,AllPub,CollgCr,5,1414,CompShg,3,PConc,1Story,Y,TA,1414,0,1,6,Attchd,494,Y,185500,6
60,RL,9453,AllPub,SawyerW,7,996,CompShg,3,PConc,2Story,Y,TA,1744,0,1,7,Attchd,457,Y,194500,17
20,RL,12030,AllPub,NridgHt,5,1694,CompShg,3,PConc,1Story,Y,TA,1694,0,1,7,Attchd,818,Y,318000,0
50,RL,8741,AllPub,Edwards,4,735,CompShg,3,CBlock,1.5Fin,Y,TA,1487,1,1,7,Detchd,220,Y,113000,65
20,FV,9000,AllPub,Somerst,5,1566,CompShg,3,PConc,1Story,Y,TA,1566,0,1,7,Attchd,750,Y,262500,2
30,RM,3880,AllPub,OldTown,9,686,CompShg,2,CBlock,1Story,Y,Gd,866,0,1,4,,0,Y,110500,62
50,RM,5000,AllPub,OldTown,4,540,CompShg,3,BrkTil,1.5Fin,N,TA,1440,0,1,6,Attchd,352,Y,79000,106
160,RL,10762,AllPub,SawyerW,6,626,CompShg,3,CBlock,2Story,Y,TA,1217,1,1,6,Attchd,288,Y,120000,29
60,RL,8880,AllPub,SawyerW,5,948,CompShg,3,PConc,2Story,Y,TA,2110,2,1,8,Attchd,463,Y,205000,16
20,RL,10400,AllPub,NWAmes,5,1845,CompShg,3,CBlock,1Story,Y,TA,1872,1,1,6,Attchd,604,Y,241500,18
190,RM,9142,AllPub,OldTown,8,1020,CompShg,4,Stone,2Story,N,Fa,1928,0,2,9,Detchd,440,Y,137000,96
20,RL,11310,AllPub,NAmes,5,1367,CompShg,2,CBlock,1Story,Y,TA,1375,1,1,5,Attchd,451,Y,140000,52
60,RL,11317,AllPub,CollgCr,5,840,CompShg,3,PConc,2Story,Y,TA,1668,0,1,8,Attchd,500,Y,180000,4
50,RL,159000,AllPub,ClearCr,7,1444,CompShg,4,CBlock,1.5Fin,Y,TA,2144,2,1,7,Attchd,389,Y,277000,49
30,RL,5350,AllPub,BrkSide,2,728,CompShg,3,CBlock,1Story,Y,Po,1306,0,1,6,,0,Y,76500,70
120,RM,4750,AllPub,Crawfor,5,1573,CompShg,2,PConc,1Story,Y,TA,1625,1,1,5,Attchd,538,Y,235000,1
60,RL,8366,AllPub,SawyerW,5,798,CompShg,3,PConc,2Story,Y,TA,1640,0,1,6,Attchd,520,Y,173000,4
80,RL,9350,AllPub,NAmes,7,1302,CompShg,3,CBlock,SLvl,Y,TA,1302,0,1,7,Attchd,309,Y,158000,43
20,RL,8400,AllPub,NAmes,6,1314,CompShg,3,CBlock,1Story,Y,Gd,1314,0,1,5,Attchd,294,Y,145000,53
60,RL,8738,AllPub,Gilbert,5,975,CompShg,4,PConc,2Story,Y,TA,2291,1,1,8,BuiltIn,429,Y,230000,7
60,FV,8791,AllPub,Somerst,5,864,CompShg,3,PConc,2Story,Y,TA,1728,0,1,7,Attchd,673,Y,207500,5
20,RL,8814,AllPub,CollgCr,5,1604,CompShg,3,PConc,1Story,Y,TA,1604,1,1,8,Attchd,660,Y,220000,3
60,RL,12435,AllPub,CollgCr,5,963,CompShg,3,PConc,2Story,Y,TA,1792,1,1,7,Attchd,564,Y,231500,7
20,RM,12702,AllPub,OldTown,5,0,CompShg,2,PConc,1Story,Y,TA,882,0,1,4,Detchd,308,Y,97000,52
80,RL,19296,AllPub,NAmes,5,1362,CompShg,3,CBlock,SLvl,Y,TA,1382,1,1,6,Attchd,884,Y,176000,47
60,RL,9588,AllPub,CollgCr,5,1482,CompShg,3,PConc,2Story,Y,TA,2574,1,1,10,BuiltIn,868,Y,276000,0
80,RL,8471,AllPub,Sawyer,7,506,CompShg,3,CBlock,SLvl,Y,TA,1212,1,1,6,Attchd,492,Y,151000,29
50,RM,5500,AllPub,OldTown,7,926,CompShg,3,BrkTil,1.5Fin,Y,TA,1316,0,1,6,Detchd,484,Y,130000,81
30,RM,5232,AllPub,OldTown,5,680,CompShg,2,BrkTil,1Story,N,TA,764,0,1,4,Detchd,504,N,73000,83
20,RL,12090,AllPub,NWAmes,6,1422,CompShg,3,CBlock,1Story,Y,Gd,1422,1,1,7,Attchd,576,Y,175500,27
60,RL,11207,AllPub,Gilbert,5,802,CompShg,3,PConc,2Story,Y,TA,1511,1,1,8,Attchd,413,Y,185000,9
75,RL,8400,AllPub,SWISU,8,720,CompShg,4,PConc,2.5Fin,Y,TA,2192,1,1,8,Detchd,240,Y,179500,69
30,RM,6900,AllPub,IDOTRR,6,740,CompShg,2,CBlock,1Story,Y,TA,778,1,1,4,Detchd,924,Y,120500,68
20,RL,7917,AllPub,Edwards,7,1143,CompShg,3,CBlock,1Story,Y,Gd,1113,1,1,6,Attchd,504,Y,148000,31
60,FV,10728,AllPub,Somerst,5,1095,CompShg,3,PConc,2Story,Y,TA,1939,1,1,8,Attchd,1053,Y,266000,0
20,RL,39104,AllPub,ClearCr,7,1385,Membran,2,CBlock,1Story,Y,TA,1363,2,1,5,Attchd,439,Y,241500,54
60,RL,11764,AllPub,NoRidge,7,1152,CompShg,4,PConc,2Story,Y,TA,2270,1,1,9,Attchd,671,Y,290000,11
20,RL,9600,AllPub,NAmes,6,1240,CompShg,3,CBlock,1Story,Y,TA,1632,1,1,6,Attchd,338,Y,139000,51
20,RL,8314,AllPub,Mitchel,7,816,CompShg,2,CBlock,1Story,Y,TA,816,0,1,5,Attchd,264,Y,124500,25
50,RL,7264,AllPub,BrkSide,7,952,CompShg,3,BrkTil,1.5Fin,N,Gd,1548,0,1,5,Detchd,672,Y,205000,84
20,RL,9196,AllPub,Mitchel,5,1560,CompShg,3,PConc,1Story,Y,TA,1560,0,1,7,Attchd,573,Y,201000,7
20,RL,19138,AllPub,Gilbert,5,864,CompShg,2,CBlock,1Story,Y,TA,864,0,1,4,Detchd,400,Y,141000,59
20,RL,14450,AllPub,NridgHt,5,2121,CompShg,3,PConc,1Story,Y,TA,2121,1,1,8,Attchd,732,Y,415298,1
60,RL,10005,AllPub,ClearCr,5,1160,CompShg,4,CBlock,2Story,Y,TA,2022,1,1,8,Attchd,505,Y,192000,31
60,RL,11287,AllPub,SawyerW,6,807,CompShg,3,CBlock,2Story,Y,TA,1982,1,1,7,Attchd,575,Y,228500,18
20,FV,7200,AllPub,Somerst,5,1262,CompShg,2,PConc,1Story,Y,TA,1262,0,1,5,Attchd,572,Y,185000,0
120,RL,5063,AllPub,NridgHt,5,1314,CompShg,2,PConc,1Story,Y,TA,1314,1,1,6,Attchd,626,Y,207500,2
20,RL,9612,AllPub,Somerst,5,1468,CompShg,3,PConc,1Story,Y,TA,1468,1,1,6,Attchd,898,Y,244600,1
120,RL,8012,AllPub,SawyerW,5,1575,CompShg,2,PConc,1Story,Y,TA,1575,0,1,5,Attchd,529,Y,179200,15
160,FV,4251,AllPub,Somerst,5,625,CompShg,2,PConc,2Story,Y,TA,1250,0,1,5,Detchd,528,Y,164700,1
50,RL,9786,AllPub,NAmes,7,912,CompShg,3,CBlock,1.5Fin,Y,TA,1734,1,1,7,Attchd,440,Y,159000,44
20,RL,8125,AllPub,NAmes,4,858,CompShg,3,CBlock,1Story,Y,TA,858,0,1,5,,0,Y,88000,35
20,RL,9819,AllPub,Sawyer,5,882,CompShg,3,CBlock,1Story,Y,Gd,900,0,1,5,Detchd,280,Y,122000,43
70,RL,8730,AllPub,BrkSide,7,698,CompShg,3,BrkTil,2Story,Y,TA,1396,0,1,7,Detchd,384,Y,153575,92
60,RL,15611,AllPub,CollgCr,5,1079,CompShg,3,PConc,2Story,Y,TA,1919,1,1,8,Attchd,685,Y,233230,0
190,RL,5687,AllPub,SWISU,6,780,CompShg,6,PConc,2Story,N,Fa,1716,0,1,9,,0,N,135900,96
50,RL,11409,AllPub,Edwards,4,768,CompShg,3,CBlock,1.5Fin,Y,TA,1716,1,1,8,Attchd,281,Y,131000,60
60,RL,16659,AllPub,NWAmes,7,795,CompShg,3,CBlock,2Story,Y,TA,2263,1,1,9,Attchd,539,Y,235000,29
20,RL,9600,AllPub,NAmes,5,1416,CompShg,3,CBlock,1Story,Y,TA,1644,2,1,7,Attchd,418,Y,167000,56
80,RL,7937,AllPub,Mitchel,6,1003,CompShg,3,CBlock,SLvl,Y,TA,1003,0,1,6,Detchd,588,Y,142500,22
50,RM,13710,AllPub,IDOTRR,5,910,CompShg,4,CBlock,1.5Fin,Y,TA,1558,0,1,6,Attchd,282,Y,152000,57
60,FV,7399,AllPub,Somerst,5,975,CompShg,3,PConc,2Story,Y,TA,1950,1,1,7,Detchd,576,Y,239000,10
60,RL,11700,AllPub,NWAmes,6,702,CompShg,3,CBlock,2Story,Y,TA,1743,1,1,7,Attchd,539,Y,175000,39
20,RL,14000,AllPub,Crawfor,8,1092,CompShg,3,CBlock,1Story,Y,Gd,1152,1,1,6,Attchd,300,Y,158500,59
190,RL,15750,AllPub,Crawfor,5,1165,CompShg,2,CBlock,1Story,Y,TA,1336,2,1,5,Attchd,375,Y,157000,53
60,RL,16226,AllPub,CollgCr,5,1028,CompShg,4,PConc,2Story,Y,TA,2452,1,1,9,BuiltIn,683,Y,267000,9
20,RL,13704,AllPub,CollgCr,5,1541,CompShg,3,PConc,1Story,Y,TA,1541,1,1,6,Attchd,843,Y,205000,5
20,RL,9800,AllPub,CollgCr,7,894,CompShg,3,PConc,1Story,Y,TA,894,0,1,5,Attchd,552,Y,149900,34
75,RM,18386,AllPub,OldTown,9,1470,CompShg,3,BrkTil,2.5Fin,Y,TA,3493,1,1,10,Attchd,870,Y,295000,128
20,RL,10386,AllPub,CollgCr,5,2000,CompShg,3,PConc,1Story,Y,TA,2000,0,1,8,Attchd,888,Y,305900,3
60,RL,13474,AllPub,SawyerW,5,700,CompShg,4,CBlock,2Story,Y,TA,2243,1,1,8,Attchd,746,Y,225000,17
50,RM,7920,AllPub,IDOTRR,7,319,CompShg,3,CBlock,1.5Fin,Y,Fa,1406,0,1,6,,0,N,89500,88
30,RL,12342,AllPub,Edwards,5,861,CompShg,1,CBlock,1Story,Y,TA,861,0,1,4,Detchd,539,Y,82500,69
20,RL,12378,AllPub,NridgHt,5,1896,CompShg,3,PConc,1Story,Y,TA,1944,3,1,8,Attchd,708,Y,360000,3
60,RL,7685,AllPub,Gilbert,5,697,CompShg,3,PConc,2Story,Y,TA,1501,1,1,6,Attchd,420,Y,165600,13
20,RL,8000,AllPub,NAmes,6,972,CompShg,2,CBlock,1Story,Y,Gd,972,1,1,5,Detchd,240,Y,132000,61
190,RM,7800,AllPub,OldTown,7,793,CompShg,3,CBlock,1.5Fin,Y,TA,1118,1,1,5,Detchd,410,Y,119900,67
20,RL,215245,AllPub,Timber,5,2136,CompShg,3,CBlock,1Story,Y,TA,2036,2,1,8,Attchd,513,Y,375000,44
70,RM,9600,AllPub,OldTown,7,728,CompShg,3,BrkTil,2Story,Y,TA,1641,1,1,6,Detchd,546,Y,178000,81
60,RL,7795,AllPub,Gilbert,5,716,CompShg,3,PConc,2Story,Y,TA,1432,1,1,6,Attchd,432,Y,188500,5
60,RL,13005,AllPub,NWAmes,7,845,CompShg,4,CBlock,2Story,Y,TA,2353,1,1,10,Attchd,484,Y,260000,29
60,FV,9000,AllPub,Somerst,5,1088,CompShg,3,PConc,2Story,Y,TA,1959,1,1,8,Attchd,1025,Y,270000,1
60,RL,9900,AllPub,NoRidge,5,1347,CompShg,4,PConc,2Story,Y,TA,2646,1,1,9,Attchd,656,Y,260000,16
80,RL,14115,AllPub,NWAmes,5,1372,CompShg,3,CBlock,SLvl,Y,TA,1472,2,1,6,Attchd,588,Y,187500,29
60,RL,16259,AllPub,NridgHt,5,1249,CompShg,4,PConc,2Story,Y,TA,2596,0,1,9,Attchd,840,Y,342643,0
60,RL,12099,AllPub,NridgHt,5,1136,CompShg,4,PConc,2Story,Y,TA,2468,1,1,10,BuiltIn,872,Y,354000,3
60,RL,10380,AllPub,SawyerW,5,1502,CompShg,4,CBlock,2Story,Y,TA,2730,1,1,8,Attchd,576,Y,301000,21
20,RM,5820,AllPub,OldTown,8,1162,CompShg,3,CBlock,1Story,Y,Gd,1163,0,1,6,Attchd,220,Y,126175,51
80,RL,11275,AllPub,NAmes,7,710,WdShake,5,CBlock,SLvl,Y,Gd,2978,1,1,11,BuiltIn,564,Y,242000,43
45,RM,5000,AllPub,IDOTRR,6,720,CompShg,2,CBlock,1.5Unf,N,TA,803,0,1,5,Detchd,360,Y,87000,66
120,RL,10846,AllPub,Veenker,5,1719,CompShg,1,PConc,1Story,Y,TA,1719,2,1,6,Attchd,473,Y,324000,15
20,RL,11600,AllPub,NAmes,5,1383,CompShg,3,CBlock,1Story,Y,TA,1383,0,1,7,Attchd,292,Y,145250,46
75,RL,11888,AllPub,BrkSide,6,844,CompShg,5,BrkTil,2.5Unf,N,TA,2134,0,1,10,Detchd,441,Y,214500,93
70,RM,6402,AllPub,IDOTRR,5,596,CompShg,3,PConc,2Story,N,TA,1192,0,1,6,Detchd,189,N,78000,89
90,RL,10624,AllPub,NAmes,4,1728,CompShg,6,CBlock,1Story,Y,TA,1728,0,2,10,Detchd,352,Y,119000,43
20,RL,8176,AllPub,NAmes,6,1056,CompShg,3,CBlock,1Story,Y,TA,1056,0,1,6,Attchd,308,Y,139000,49
20,RL,10655,AllPub,NridgHt,5,3206,CompShg,3,PConc,1Story,Y,TA,1629,1,1,7,Attchd,880,Y,284000,6
120,RM,8198,AllPub,NridgHt,5,1358,CompShg,2,PConc,1Story,Y,TA,1358,1,1,6,Attchd,484,Y,207000,4
60,RL,9042,AllPub,Gilbert,5,943,CompShg,3,PConc,2Story,Y,TA,1638,2,1,7,Attchd,472,Y,192000,10
190,RL,164660,AllPub,Timber,6,1499,CompShg,3,CBlock,1.5Fin,Y,TA,1786,2,1,7,Attchd,529,Y,228950,43
20,RL,14157,AllPub,StoneBr,5,1922,CompShg,3,PConc,1Story,Y,TA,1922,1,1,8,Attchd,676,Y,377426,2
20,RL,9135,AllPub,CollgCr,5,1536,CompShg,3,PConc,1Story,Y,TA,1536,0,1,7,Attchd,532,Y,214000,6
20,RL,14145,AllPub,NWAmes,7,1208,CompShg,3,CBlock,1Story,Y,TA,1621,0,1,8,Attchd,440,Y,202500,22
20,RL,12400,AllPub,NAmes,7,1215,CompShg,3,CBlock,1Story,Y,TA,1215,0,1,6,Attchd,297,Y,155000,51
60,RL,14191,AllPub,Timber,5,967,CompShg,4,PConc,2Story,Y,TA,1908,0,1,9,Attchd,431,Y,202900,8
20,RH,8400,AllPub,SawyerW,4,721,CompShg,2,CBlock,1Story,Y,Fa,841,0,1,4,CarPort,294,N,82000,59
90,RL,8544,AllPub,NAmes,4,0,CompShg,2,Slab,1Story,N,TA,1040,0,2,6,Detchd,400,Y,87500,57
120,RL,8849,AllPub,NridgHt,5,1684,CompShg,2,PConc,1Story,Y,TA,1684,1,1,6,Attchd,564,Y,266000,3
160,RM,2592,AllPub,MeadowV,3,536,CompShg,3,CBlock,2Story,Y,TA,1112,0,1,4,Attchd,336,Y,85000,34
50,RL,6435,AllPub,BrkSide,5,972,CompShg,3,BrkTil,1.5Fin,Y,TA,1577,1,1,6,Detchd,312,Y,140200,67
20,RL,12772,AllPub,NAmes,8,958,CompShg,2,CBlock,1Story,Y,Gd,958,0,1,5,Attchd,301,Y,151500,47
20,RL,17600,AllPub,NAmes,5,1478,CompShg,3,CBlock,1Story,Y,TA,1478,2,1,6,Attchd,498,Y,157500,49
160,RL,2448,AllPub,NridgHt,5,764,CompShg,2,PConc,2Story,Y,TA,1626,0,1,6,BuiltIn,474,Y,154000,5
60,RL,20431,AllPub,NridgHt,5,1848,CompShg,4,PConc,2Story,Y,TA,2728,2,1,10,Attchd,706,Y,437154,1
120,RL,7820,AllPub,NridgHt,5,1869,CompShg,2,PConc,1Story,Y,TA,1869,1,1,6,Attchd,617,Y,318061,0
120,RL,5271,AllPub,ClearCr,5,1453,CompShg,2,PConc,1Story,Y,TA,1453,1,1,6,Attchd,445,Y,190000,20
50,RL,9084,AllPub,Edwards,6,616,CompShg,3,CBlock,1.5Fin,N,TA,1111,0,1,5,Detchd,200,Y,95000,67
30,RM,8520,AllPub,OldTown,8,624,CompShg,2,BrkTil,1Story,Y,Gd,720,0,1,5,Detchd,484,Y,105900,82
50,RL,8400,AllPub,SWISU,5,940,CompShg,2,CBlock,1.5Fin,Y,TA,1595,2,1,6,Attchd,240,Y,140000,66
20,RL,11249,AllPub,CollgCr,5,1200,CompShg,3,PConc,1Story,Y,Gd,1200,0,1,6,Attchd,521,Y,177500,12
20,RL,9248,AllPub,Gilbert,6,1158,CompShg,3,PConc,1Story,Y,TA,1167,0,1,6,Attchd,400,Y,173000,17
120,RM,4224,AllPub,MeadowV,5,1142,CompShg,3,PConc,1Story,Y,TA,1142,1,1,6,Attchd,528,Y,134000,31
80,RL,6930,AllPub,ClearCr,4,1062,CompShg,3,CBlock,SLvl,Y,TA,1352,0,1,6,BuiltIn,288,Y,130000,48
60,RL,12011,AllPub,NoRidge,5,1086,CompShg,3,PConc,2Story,Y,TA,1924,1,1,7,Attchd,592,Y,280000,8
85,RL,7540,AllPub,Mitchel,6,888,CompShg,2,CBlock,SFoyer,Y,TA,912,1,1,5,Attchd,470,Y,156000,29
50,RL,9144,AllPub,BrkSide,5,883,CompShg,3,CBlock,1.5Fin,Y,TA,1505,0,1,8,Detchd,240,N,145000,68
85,RL,7301,AllPub,Edwards,5,0,CompShg,4,Slab,SFoyer,Y,TA,1922,1,1,7,BuiltIn,672,Y,198500,6
160,RM,1680,AllPub,BrDale,8,483,CompShg,2,CBlock,2Story,Y,TA,987,0,1,5,Detchd,264,Y,118000,37
60,RL,18800,AllPub,NWAmes,5,796,CompShg,3,PConc,2Story,Y,TA,1574,1,1,6,Attchd,566,Y,190000,30
70,RM,10690,AllPub,IDOTRR,7,672,CompShg,3,CBlock,2Story,Y,Gd,1344,0,1,6,Detchd,468,Y,147000,89
20,RL,9500,AllPub,NAmes,5,1394,CompShg,3,CBlock,1Story,Y,TA,1394,2,1,6,Attchd,514,Y,159000,46
80,RL,9150,AllPub,NAmes,5,1099,Tar&Grv,3,CBlock,SLvl,Y,TA,1431,1,1,6,Basment,296,Y,165000,46
20,RL,7800,AllPub,NAmes,6,1268,CompShg,2,PConc,1Story,Y,TA,1268,1,1,7,Attchd,244,Y,132000,56
20,RL,9830,AllPub,NAmes,7,1063,CompShg,3,CBlock,1Story,Y,Gd,1287,1,1,7,Detchd,576,Y,162000,51
60,RL,8121,AllPub,Gilbert,5,953,CompShg,3,PConc,2Story,Y,TA,1664,1,1,7,Attchd,460,Y,172400,6
50,RL,17120,AllPub,ClearCr,4,0,CompShg,4,CBlock,1.5Fin,Y,TA,1588,1,1,7,Detchd,680,N,134432,49
120,RL,7175,AllPub,SawyerW,5,744,CompShg,2,CBlock,1Story,Y,TA,752,0,1,4,Attchd,264,Y,125000,26
20,RL,10634,AllPub,NAmes,6,608,CompShg,3,PConc,1Story,Y,TA,1319,0,1,5,Attchd,270,Y,123000,56
60,RL,8200,AllPub,CollgCr,5,847,CompShg,4,PConc,2Story,Y,TA,1928,1,1,8,BuiltIn,434,Y,219500,4
30,RL,10020,AllPub,Edwards,1,683,CompShg,1,BrkTil,1Story,N,Fa,904,0,1,4,,0,Y,61000,87
85,RL,8846,AllPub,CollgCr,5,870,CompShg,2,PConc,SFoyer,Y,TA,914,0,1,5,Detchd,576,Y,148000,10
60,FV,11143,AllPub,Somerst,5,1580,CompShg,4,PConc,2Story,Y,TA,2466,1,1,8,Attchd,610,Y,340000,3
20,RL,11394,AllPub,StoneBr,2,1856,CompShg,1,PConc,1Story,Y,TA,1856,1,1,8,Attchd,834,Y,394432,0
60,RL,8123,AllPub,Gilbert,5,982,CompShg,3,PConc,2Story,Y,TA,1800,1,1,7,Attchd,463,Y,179000,9
50,RL,5000,AllPub,SWISU,6,1026,CompShg,3,BrkTil,1.5Fin,Y,TA,1691,1,1,6,Detchd,308,Y,127000,86
20,FV,7200,AllPub,Somerst,5,1293,CompShg,2,PConc,1Story,Y,TA,1301,1,1,5,Attchd,572,Y,187750,0
60,RL,9245,AllPub,CollgCr,5,939,CompShg,3,PConc,2Story,Y,TA,1797,0,1,8,Attchd,639,Y,213500,1
45,RH,9000,AllPub,SawyerW,3,784,CompShg,2,BrkTil,1.5Unf,N,TA,784,0,1,5,Detchd,360,N,76000,81
60,RL,53107,AllPub,ClearCr,5,1580,CompShg,3,PConc,2Story,Y,TA,1953,2,1,9,Attchd,501,Y,240000,15
120,RL,3182,AllPub,Blmngtn,5,1256,CompShg,2,PConc,1Story,Y,TA,1269,1,1,6,Attchd,430,Y,192000,6
50,RL,8410,AllPub,Edwards,3,658,CompShg,5,PConc,1.5Fin,Y,Fa,1184,0,1,8,,0,N,81000,96
80,RL,7200,AllPub,Edwards,6,1041,CompShg,3,CBlock,SLvl,Y,TA,1125,1,1,6,Detchd,352,Y,125000,33
20,RL,9382,AllPub,CollgCr,5,1468,CompShg,3,PConc,1Story,Y,TA,1479,0,1,6,Attchd,577,Y,191000,9
60,RL,12474,AllPub,NridgHt,5,1682,CompShg,3,PConc,2Story,Y,TA,2332,1,1,9,BuiltIn,846,Y,426000,1
50,RL,8405,AllPub,Edwards,8,861,CompShg,4,BrkTil,1.5Fin,Y,TA,1367,0,1,7,Detchd,384,Y,119000,108
60,RL,12209,AllPub,Mitchel,5,804,CompShg,3,PConc,2Story,Y,TA,1961,1,1,7,BuiltIn,560,Y,215000,8
20,RL,8339,AllPub,NAmes,7,0,CompShg,3,Slab,1Story,Y,TA,882,0,1,5,Attchd,294,Y,106500,48
30,RL,7446,AllPub,BrkSide,5,788,CompShg,2,CBlock,1Story,Y,TA,788,2,1,4,,0,Y,100000,65
50,RL,10134,AllPub,OldTown,6,735,CompShg,2,CBlock,1.5Fin,Y,TA,1034,0,1,5,Detchd,240,Y,109000,67
20,RL,9571,AllPub,Edwards,6,1144,CompShg,3,CBlock,1Story,Y,TA,1144,0,1,6,Attchd,596,Y,129000,54
20,RL,7200,AllPub,CollgCr,5,894,CompShg,2,CBlock,1Story,Y,TA,894,0,1,6,Detchd,600,Y,123000,37
60,RL,7590,AllPub,NAmes,5,864,CompShg,4,CBlock,2Story,Y,TA,1812,1,1,8,Attchd,264,Y,169500,45
