MSSubClass,MSZoning,LotArea,Utilities,Neighborhood,OverallCond,RoofMatl,Exterior1st,ExterCond,Foundation,TotalBsmtSF,CentralAir,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageArea,PavedDrive,SaleType,SalePrice,Age
160,RM,2522,AllPub,Edwards,5,CompShg,VinylSd,TA,PConc,970,Y,1709,2,0,3,1,7,380,Y,WD,130000,2
20,RL,7180,AllPub,CollgCr,7,CompShg,HdBoard,TA,CBlock,864,Y,864,1,0,3,1,5,352,Y,WD,127000,36
160,RL,2280,AllPub,NPkVill,6,CompShg,Plywood,TA,CBlock,855,Y,1456,2,1,3,1,7,440,Y,WD,148500,33
20,RL,9416,AllPub,Somerst,5,CompShg,CemntBd,TA,PConc,1726,Y,1726,2,0,3,1,8,786,Y,New,311872,0
75,RL,25419,AllPub,NAmes,4,CompShg,Stucco,Gd,PConc,1360,Y,3112,2,0,4,1,8,795,Y,WD,235000,88
75,RM,5520,AllPub,OldTown,6,CompShg,Wd Sdng,TA,CBlock,755,Y,2229,1,0,5,1,8,0,Y,WD,104000,97
20,RL,9591,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1713,Y,1713,2,0,3,1,7,856,Y,WD,274900,5
20,RM,8546,AllPub,Edwards,5,CompShg,VinylSd,TA,PConc,1121,Y,1121,2,0,2,1,5,440,Y,WD,140000,7
20,RL,10125,AllPub,Mitchel,6,CompShg,Plywood,TA,CBlock,1196,Y,1279,2,0,3,1,6,473,Y,WD,171500,31
50,RL,7000,AllPub,OldTown,6,CompShg,MetalSd,Gd,BrkTil,617,Y,1310,2,0,2,1,6,398,Y,COD,112000,82
120,RM,4438,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,848,Y,848,1,0,1,1,3,420,Y,WD,149000,4
50,RM,3500,AllPub,OldTown,7,CompShg,AsbShng,TA,CBlock,720,Y,1284,1,1,2,1,5,240,Y,WD,110000,62
20,RL,11851,AllPub,Gilbert,5,CompShg,HdBoard,TA,PConc,1424,Y,1442,2,0,3,1,5,500,Y,WD,180500,19
20,RL,13673,AllPub,Sawyer,5,CompShg,HdBoard,Gd,CBlock,1140,Y,1696,1,1,3,1,8,349,Y,WD,143900,45
20,RL,12493,AllPub,NAmes,5,CompShg,Wd Sdng,TA,PConc,1100,Y,1100,1,0,3,1,6,312,Y,WD,141000,48
60,RL,14364,AllPub,SawyerW,5,CompShg,Plywood,TA,CBlock,1157,Y,2062,2,1,3,1,7,454,Y,WD,277000,19
20,RL,8250,AllPub,NAmes,7,CompShg,HdBoard,TA,CBlock,1092,Y,1092,1,0,3,1,6,504,Y,WD,145000,44
30,RL,5604,AllPub,Edwards,6,CompShg,Stucco,TA,CBlock,864,N,864,1,0,2,1,5,0,Y,WD,98000,83
20,RL,10420,AllPub,Edwards,5,CompShg,VinylSd,TA,PConc,1212,Y,1212,2,0,3,1,6,460,Y,WD,186000,1
60,FV,8640,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,900,Y,1852,2,1,3,1,7,644,Y,New,252678,0
20,RL,13568,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,990,Y,990,1,0,3,1,5,576,Y,WD,156000,11
60,RL,10900,AllPub,CollgCr,7,CompShg,HdBoard,TA,CBlock,689,Y,1392,1,1,3,1,6,299,Y,WD,161750,33
20,RL,10011,AllPub,NAmes,6,CompShg,HdBoard,TA,CBlock,1070,Y,1236,1,0,2,1,6,447,Y,WD,134450,49
20,RL,8450,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1436,Y,1436,2,0,3,1,8,484,Y,WD,210000,4
70,RM,9906,AllPub,OldTown,4,CompShg,MetalSd,TA,CBlock,686,N,1328,1,0,3,1,8,210,Y,WD,107000,81
50,RL,15660,AllPub,Crawfor,9,CompShg,VinylSd,Gd,CBlock,798,Y,1954,1,1,3,1,8,431,Y,WD,311500,69
120,RL,3010,AllPub,Blmngtn,5,CompShg,VinylSd,TA,PConc,1248,Y,1248,2,0,2,1,5,438,Y,New,167240,1
20,RL,8990,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1498,Y,1498,2,0,2,1,5,675,Y,New,204900,0
60,RL,8068,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,1010,Y,2267,2,1,4,1,8,390,Y,ConLI,200000,7
60,RL,11475,AllPub,NWAmes,6,CompShg,VinylSd,TA,CBlock,713,Y,1552,2,1,3,1,6,434,Y,WD,179900,31
20,RL,10500,AllPub,NAmes,6,CompShg,HdBoard,TA,CBlock,864,Y,864,1,0,2,1,4,576,Y,WD,97000,38
20,RL,13472,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,2392,Y,2392,2,0,3,1,8,968,Y,WD,386250,6
160,RM,1680,AllPub,BrDale,5,CompShg,HdBoard,TA,CBlock,630,Y,1302,2,1,3,1,6,280,Y,COD,112000,38
60,RL,9950,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1203,Y,2520,2,1,4,1,9,721,Y,WD,290000,12
160,RM,1869,AllPub,BrDale,6,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,5,280,Y,WD,106000,38
20,RL,8521,AllPub,Sawyer,5,CompShg,HdBoard,TA,CBlock,912,Y,912,1,0,3,1,5,336,Y,WD,125000,43
120,RL,3182,AllPub,Blmngtn,5,CompShg,VinylSd,TA,PConc,1373,Y,1555,2,0,2,1,7,430,Y,WD,192500,4
20,RL,8760,AllPub,NAmes,6,CompShg,MetalSd,TA,CBlock,1194,Y,1194,1,0,3,1,6,312,Y,WD,148000,51
60,RL,15138,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1462,Y,2794,2,1,4,1,9,810,Y,WD,403000,14
160,RM,1680,AllPub,BrDale,5,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,5,288,Y,WD,94500,34
20,RL,10650,AllPub,CollgCr,6,CompShg,HdBoard,TA,CBlock,894,Y,894,1,0,3,1,5,308,Y,WD,128200,34
60,RL,7851,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,860,Y,1960,2,1,4,1,8,440,Y,WD,216500,8
160,RM,1680,AllPub,BrDale,3,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,5,264,Y,WD,89500,37
20,RL,8773,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1414,Y,1414,2,0,3,1,6,494,Y,WD,185500,6
60,RL,9453,AllPub,SawyerW,7,CompShg,HdBoard,TA,PConc,996,Y,1744,2,1,3,1,7,457,Y,WD,194500,17
20,RL,12030,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1694,Y,1694,2,0,3,1,7,818,Y,New,318000,0
50,RL,8741,AllPub,Edwards,4,CompShg,VinylSd,TA,CBlock,735,Y,1487,1,1,3,1,7,220,Y,WD,113000,65
20,FV,9000,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1566,Y,1566,2,0,3,1,7,750,Y,WD,262500,2
30,RM,3880,AllPub,OldTown,9,CompShg,VinylSd,Gd,CBlock,686,Y,866,1,0,2,1,4,0,Y,WD,110500,62
50,RM,5000,AllPub,OldTown,4,CompShg,Wd Sdng,TA,BrkTil,540,N,1440,1,0,3,1,6,352,Y,WD,79000,106
160,RL,10762,AllPub,SawyerW,6,CompShg,Plywood,TA,CBlock,626,Y,1217,1,1,3,1,6,288,Y,WD,120000,29
60,RL,8880,AllPub,SawyerW,5,CompShg,VinylSd,TA,PConc,948,Y,2110,2,1,3,1,8,463,Y,WD,205000,16
20,RL,10400,AllPub,NWAmes,5,CompShg,Wd Sdng,TA,CBlock,1845,Y,1872,2,0,3,1,6,604,Y,WD,241500,18
190,RM,9142,AllPub,OldTown,8,CompShg,AsbShng,Fa,Stone,1020,N,1928,2,0,4,2,9,440,Y,WD,137000,96
20,RL,11310,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,1367,Y,1375,1,0,2,1,5,451,Y,WD,140000,52
60,RL,11317,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,840,Y,1668,2,1,3,1,8,500,Y,WD,180000,4
50,RL,159000,AllPub,ClearCr,7,CompShg,Wd Sdng,TA,CBlock,1444,Y,2144,2,0,4,1,7,389,Y,WD,277000,49
30,RL,5350,AllPub,BrkSide,2,CompShg,Wd Sdng,Po,CBlock,728,Y,1306,1,0,3,1,6,0,Y,WD,76500,70
120,RM,4750,AllPub,Crawfor,5,CompShg,VinylSd,TA,PConc,1573,Y,1625,2,0,2,1,5,538,Y,WD,235000,1
60,RL,8366,AllPub,SawyerW,5,CompShg,VinylSd,TA,PConc,798,Y,1640,2,1,3,1,6,520,Y,WD,173000,4
80,RL,9350,AllPub,NAmes,7,CompShg,HdBoard,TA,CBlock,1302,Y,1302,2,0,3,1,7,309,Y,CWD,158000,43
20,RL,8400,AllPub,NAmes,6,CompShg,MetalSd,Gd,CBlock,1314,Y,1314,1,0,3,1,5,294,Y,WD,145000,53
60,RL,8738,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,975,Y,2291,2,1,4,1,8,429,Y,WD,230000,7
60,FV,8791,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,864,Y,1728,2,1,3,1,7,673,Y,WD,207500,5
20,RL,8814,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1604,Y,1604,2,1,3,1,8,660,Y,WD,220000,3
60,RL,12435,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,963,Y,1792,2,1,3,1,7,564,Y,WD,231500,7
20,RM,12702,AllPub,OldTown,5,CompShg,BrkFace,TA,PConc,0,Y,882,1,0,2,1,4,308,Y,WD,97000,52
80,RL,19296,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,1362,Y,1382,1,0,3,1,6,884,Y,WD,176000,47
60,RL,9588,AllPub,CollgCr,5,CompShg,CemntBd,TA,PConc,1482,Y,2574,2,1,3,1,10,868,Y,New,276000,0
80,RL,8471,AllPub,Sawyer,7,CompShg,HdBoard,TA,CBlock,506,Y,1212,1,0,3,1,6,492,Y,WD,151000,29
50,RM,5500,AllPub,OldTown,7,CompShg,Wd Sdng,TA,BrkTil,926,Y,1316,1,0,3,1,6,484,Y,WD,130000,81
30,RM,5232,AllPub,OldTown,5,CompShg,Wd Sdng,TA,BrkTil,680,N,764,1,0,2,1,4,504,N,WD,73000,83
20,RL,12090,AllPub,NWAmes,6,CompShg,MetalSd,Gd,CBlock,1422,Y,1422,2,0,3,1,7,576,Y,WD,175500,27
60,RL,11207,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,802,Y,1511,2,1,3,1,8,413,Y,WD,185000,9
75,RL,8400,AllPub,SWISU,8,CompShg,Wd Sdng,TA,PConc,720,Y,2192,2,1,4,1,8,240,Y,WD,179500,69
30,RM,6900,AllPub,IDOTRR,6,CompShg,VinylSd,TA,CBlock,740,Y,778,1,0,2,1,4,924,Y,WD,120500,68
20,RL,7917,AllPub,Edwards,7,CompShg,HdBoard,Gd,CBlock,1143,Y,1113,1,1,3,1,6,504,Y,WD,148000,31
60,FV,10728,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1095,Y,1939,2,1,3,1,8,1053,Y,New,266000,0
20,RL,39104,AllPub,ClearCr,7,Membran,Plywood,TA,CBlock,1385,Y,1363,1,0,2,1,5,439,Y,WD,241500,54
60,RL,11764,AllPub,NoRidge,7,CompShg,VinylSd,TA,PConc,1152,Y,2270,2,1,4,1,9,671,Y,WD,290000,11
20,RL,9600,AllPub,NAmes,6,CompShg,Wd Sdng,TA,CBlock,1240,Y,1632,2,0,3,1,6,338,Y,WD,139000,51
20,RL,8314,AllPub,Mitchel,7,CompShg,HdBoard,TA,CBlock,816,Y,816,1,0,2,1,5,264,Y,WD,124500,25
50,RL,7264,AllPub,BrkSide,7,CompShg,Wd Sdng,Gd,BrkTil,952,N,1548,2,1,3,1,5,672,Y,WD,205000,84
20,RL,9196,AllPub,Mitchel,5,CompShg,VinylSd,TA,PConc,1560,Y,1560,2,0,3,1,7,573,Y,WD,201000,7
20,RL,19138,AllPub,Gilbert,5,CompShg,VinylSd,TA,CBlock,864,Y,864,1,0,2,1,4,400,Y,WD,141000,59
20,RL,14450,AllPub,NridgHt,5,CompShg,CemntBd,TA,PConc,2121,Y,2121,2,1,3,1,8,732,Y,New,415298,1
60,RL,10005,AllPub,ClearCr,5,CompShg,Plywood,TA,CBlock,1160,Y,2022,2,1,4,1,8,505,Y,WD,192000,31
60,RL,11287,AllPub,SawyerW,6,CompShg,Plywood,TA,CBlock,807,Y,1982,2,1,3,1,7,575,Y,WD,228500,18
20,FV,7200,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1262,Y,1262,2,0,2,1,5,572,Y,New,185000,0
120,RL,5063,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1314,Y,1314,2,0,2,1,6,626,Y,ConLw,207500,2
20,RL,9612,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1468,Y,1468,2,0,3,1,6,898,Y,New,244600,1
120,RL,8012,AllPub,SawyerW,5,CompShg,Plywood,TA,PConc,1575,Y,1575,2,0,2,1,5,529,Y,WD,179200,15
160,FV,4251,AllPub,Somerst,5,CompShg,MetalSd,TA,PConc,625,Y,1250,2,1,2,1,5,528,Y,New,164700,1
50,RL,9786,AllPub,NAmes,7,CompShg,Wd Sdng,TA,CBlock,912,Y,1734,1,1,3,1,7,440,Y,WD,159000,44
20,RL,8125,AllPub,NAmes,4,CompShg,HdBoard,TA,CBlock,858,Y,858,1,0,3,1,5,0,Y,WD,88000,35
20,RL,9819,AllPub,Sawyer,5,CompShg,MetalSd,Gd,CBlock,882,Y,900,1,0,3,1,5,280,Y,WD,122000,43
70,RL,8730,AllPub,BrkSide,7,CompShg,Wd Sdng,TA,BrkTil,698,Y,1396,1,0,3,1,7,384,Y,WD,153575,92
60,RL,15611,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1079,Y,1919,2,1,3,1,8,685,Y,New,233230,0
190,RL,5687,AllPub,SWISU,6,CompShg,VinylSd,Fa,PConc,780,N,1716,2,0,6,1,9,0,N,WD,135900,96
50,RL,11409,AllPub,Edwards,4,CompShg,Wd Sdng,TA,CBlock,768,Y,1716,1,1,3,1,8,281,Y,WD,131000,60
60,RL,16659,AllPub,NWAmes,7,CompShg,Plywood,TA,CBlock,795,Y,2263,2,1,3,1,9,539,Y,WD,235000,29
20,RL,9600,AllPub,NAmes,5,CompShg,HdBoard,TA,CBlock,1416,Y,1644,1,0,3,1,7,418,Y,WD,167000,56
80,RL,7937,AllPub,Mitchel,6,CompShg,HdBoard,TA,CBlock,1003,Y,1003,1,0,3,1,6,588,Y,WD,142500,22
50,RM,13710,AllPub,IDOTRR,5,CompShg,Wd Sdng,TA,CBlock,910,Y,1558,1,1,4,1,6,282,Y,WD,152000,57
60,FV,7399,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,975,Y,1950,2,1,3,1,7,576,Y,WD,239000,10
60,RL,11700,AllPub,NWAmes,6,CompShg,HdBoard,TA,CBlock,702,Y,1743,1,2,3,1,7,539,Y,WD,175000,39
20,RL,14000,AllPub,Crawfor,8,CompShg,HdBoard,Gd,CBlock,1092,Y,1152,1,0,3,1,6,300,Y,WD,158500,59
190,RL,15750,AllPub,Crawfor,5,CompShg,MetalSd,TA,CBlock,1165,Y,1336,1,0,2,1,5,375,Y,WD,157000,53
60,RL,16226,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1028,Y,2452,2,1,4,1,9,683,Y,WD,267000,9
20,RL,13704,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1541,Y,1541,2,0,3,1,6,843,Y,WD,205000,5
20,RL,9800,AllPub,CollgCr,7,CompShg,VinylSd,TA,PConc,894,Y,894,1,0,3,1,5,552,Y,WD,149900,34
75,RM,18386,AllPub,OldTown,9,CompShg,CemntBd,TA,BrkTil,1470,Y,3493,3,0,3,1,10,870,Y,WD,295000,128
20,RL,10386,AllPub,CollgCr,5,CompShg,CemntBd,TA,PConc,2000,Y,2000,2,0,3,1,8,888,Y,WD,305900,3
60,RL,13474,AllPub,SawyerW,5,CompShg,HdBoard,TA,CBlock,700,Y,2243,2,1,4,1,8,746,Y,WD,225000,17
50,RM,7920,AllPub,IDOTRR,7,CompShg,MetalSd,Fa,CBlock,319,Y,1406,1,0,3,1,6,0,N,WD,89500,88
30,RL,12342,AllPub,Edwards,5,CompShg,VinylSd,TA,CBlock,861,Y,861,1,0,1,1,4,539,Y,WD,82500,69
20,RL,12378,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1896,Y,1944,2,0,3,1,8,708,Y,WD,360000,3
60,RL,7685,AllPub,Gilbert,5,CompShg,HdBoard,TA,PConc,697,Y,1501,2,1,3,1,6,420,Y,WD,165600,13
20,RL,8000,AllPub,NAmes,6,CompShg,VinylSd,Gd,CBlock,972,Y,972,1,0,2,1,5,240,Y,WD,132000,61
190,RM,7800,AllPub,OldTown,7,CompShg,MetalSd,TA,CBlock,793,Y,1118,1,0,3,1,5,410,Y,WD,119900,67
20,RL,215245,AllPub,Timber,5,CompShg,BrkFace,TA,CBlock,2136,Y,2036,2,0,3,1,8,513,Y,WD,375000,44
70,RM,9600,AllPub,OldTown,7,CompShg,Wd Sdng,TA,BrkTil,728,Y,1641,1,1,3,1,6,546,Y,WD,178000,81
60,RL,7795,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,716,Y,1432,2,1,3,1,6,432,Y,WD,188500,5
60,RL,13005,AllPub,NWAmes,7,CompShg,CemntBd,TA,CBlock,845,Y,2353,2,1,4,1,10,484,Y,WD,260000,29
60,FV,9000,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1088,Y,1959,2,1,3,1,8,1025,Y,WD,270000,1
60,RL,9900,AllPub,NoRidge,5,CompShg,HdBoard,TA,PConc,1347,Y,2646,2,1,4,1,9,656,Y,WD,260000,16
80,RL,14115,AllPub,NWAmes,5,CompShg,Plywood,TA,CBlock,1372,Y,1472,2,0,3,1,6,588,Y,WD,187500,29
60,RL,16259,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1249,Y,2596,3,1,4,1,9,840,Y,New,342643,0
60,RL,12099,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1136,Y,2468,2,1,4,1,10,872,Y,WD,354000,3
60,RL,10380,AllPub,SawyerW,5,CompShg,Plywood,TA,CBlock,1502,Y,2730,2,1,4,1,8,576,Y,WD,301000,21
20,RM,5820,AllPub,OldTown,8,CompShg,VinylSd,Gd,CBlock,1162,Y,1163,1,0,3,1,6,220,Y,WD,126175,51
80,RL,11275,AllPub,NAmes,7,WdShake,Wd Sdng,Gd,CBlock,710,Y,2978,2,1,5,1,11,564,Y,WD,242000,43
45,RM,5000,AllPub,IDOTRR,6,CompShg,MetalSd,TA,CBlock,720,N,803,1,0,2,1,5,360,Y,WD,87000,66
120,RL,10846,AllPub,Veenker,5,CompShg,BrkFace,TA,PConc,1719,Y,1719,1,1,1,1,6,473,Y,Con,324000,15
20,RL,11600,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,1383,Y,1383,1,1,3,1,7,292,Y,WD,145250,46
75,RL,11888,AllPub,BrkSide,6,CompShg,Wd Sdng,TA,BrkTil,844,N,2134,2,0,5,1,10,441,Y,WD,214500,93
70,RM,6402,AllPub,IDOTRR,5,CompShg,Wd Sdng,TA,PConc,596,N,1192,1,0,3,1,6,189,N,WD,78000,89
90,RL,10624,AllPub,NAmes,4,CompShg,HdBoard,TA,CBlock,1728,Y,1728,2,0,6,2,10,352,Y,WD,119000,43
20,RL,8176,AllPub,NAmes,6,CompShg,Wd Sdng,TA,CBlock,1056,Y,1056,1,0,3,1,6,308,Y,WD,139000,49
20,RL,10655,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,3206,Y,1629,2,0,3,1,7,880,Y,WD,284000,6
120,RM,8198,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,1358,Y,1358,2,0,2,1,6,484,Y,WD,207000,4
60,RL,9042,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,943,Y,1638,2,1,3,1,7,472,Y,WD,192000,10
190,RL,164660,AllPub,Timber,6,CompShg,Plywood,TA,CBlock,1499,Y,1786,2,0,3,1,7,529,Y,WD,228950,43
20,RL,14157,AllPub,StoneBr,5,CompShg,VinylSd,TA,PConc,1922,Y,1922,2,0,3,1,8,676,Y,WD,377426,2
20,RL,9135,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,1536,Y,1536,2,0,3,1,7,532,Y,WD,214000,6
20,RL,14145,AllPub,NWAmes,7,CompShg,Wd Sdng,TA,CBlock,1208,Y,1621,2,0,3,1,8,440,Y,WD,202500,22
20,RL,12400,AllPub,NAmes,7,CompShg,Wd Sdng,TA,CBlock,1215,Y,1215,1,0,3,1,6,297,Y,WD,155000,51
60,RL,14191,AllPub,Timber,5,CompShg,VinylSd,TA,PConc,967,Y,1908,2,1,4,1,9,431,Y,WD,202900,8
20,RH,8400,AllPub,SawyerW,4,CompShg,Wd Sdng,Fa,CBlock,721,Y,841,1,0,2,1,4,294,N,WD,82000,59
90,RL,8544,AllPub,NAmes,4,CompShg,Stucco,TA,Slab,0,N,1040,2,0,2,2,6,400,Y,WD,87500,57
120,RL,8849,AllPub,NridgHt,5,CompShg,MetalSd,TA,PConc,1684,Y,1684,2,0,2,1,6,564,Y,WD,266000,3
160,RM,2592,AllPub,MeadowV,3,CompShg,CemntBd,TA,CBlock,536,Y,1112,1,1,3,1,4,336,Y,WD,85000,34
50,RL,6435,AllPub,BrkSide,5,CompShg,MetalSd,TA,BrkTil,972,Y,1577,1,0,3,1,6,312,Y,WD,140200,67
20,RL,12772,AllPub,NAmes,8,CompShg,MetalSd,Gd,CBlock,958,Y,958,1,0,2,1,5,301,Y,WD,151500,47
20,RL,17600,AllPub,NAmes,5,CompShg,Wd Sdng,TA,CBlock,1478,Y,1478,2,0,3,1,6,498,Y,WD,157500,49
160,RL,2448,AllPub,NridgHt,5,CompShg,VinylSd,TA,PConc,764,Y,1626,2,1,2,1,6,474,Y,WD,154000,5
60,RL,20431,AllPub,NridgHt,5,CompShg,CemntBd,TA,PConc,1848,Y,2728,2,1,4,1,10,706,Y,New,437154,1
120,RL,7820,AllPub,NridgHt,5,CompShg,MetalSd,TA,PConc,1869,Y,1869,2,0,2,1,6,617,Y,New,318061,0
120,RL,5271,AllPub,ClearCr,5,CompShg,Wd Sdng,TA,PConc,1453,Y,1453,1,1,2,1,6,445,Y,WD,190000,20
50,RL,9084,AllPub,Edwards,6,CompShg,VinylSd,TA,CBlock,616,N,1111,1,0,3,1,5,200,Y,ConLw,95000,67
30,RM,8520,AllPub,OldTown,8,CompShg,VinylSd,Gd,BrkTil,624,Y,720,1,0,2,1,5,484,Y,WD,105900,82
50,RL,8400,AllPub,SWISU,5,CompShg,Wd Sdng,TA,CBlock,940,Y,1595,1,0,2,1,6,240,Y,WD,140000,66
20,RL,11249,AllPub,CollgCr,5,CompShg,VinylSd,Gd,PConc,1200,Y,1200,2,0,3,1,6,521,Y,WD,177500,12
20,RL,9248,AllPub,Gilbert,6,CompShg,HdBoard,TA,PConc,1158,Y,1167,2,0,3,1,6,400,Y,WD,173000,17
120,RM,4224,AllPub,MeadowV,5,CompShg,CemntBd,TA,PConc,1142,Y,1142,1,1,3,1,6,528,Y,WD,134000,31
80,RL,6930,AllPub,ClearCr,4,CompShg,Wd Sdng,TA,CBlock,1062,Y,1352,1,0,3,1,6,288,Y,WD,130000,48
60,RL,12011,AllPub,NoRidge,5,CompShg,VinylSd,TA,PConc,1086,Y,1924,2,1,3,1,7,592,Y,WD,280000,8
85,RL,7540,AllPub,Mitchel,6,CompShg,VinylSd,TA,CBlock,888,Y,912,1,0,2,1,5,470,Y,WD,156000,29
50,RL,9144,AllPub,BrkSide,5,CompShg,MetalSd,TA,CBlock,883,Y,1505,1,0,3,1,8,240,N,WD,145000,68
85,RL,7301,AllPub,Edwards,5,CompShg,HdBoard,TA,Slab,0,Y,1922,3,0,4,1,7,672,Y,ConLD,198500,6
160,RM,1680,AllPub,BrDale,8,CompShg,HdBoard,TA,CBlock,483,Y,987,1,1,2,1,5,264,Y,WD,118000,37
60,RL,18800,AllPub,NWAmes,5,CompShg,HdBoard,TA,PConc,796,Y,1574,2,1,3,1,6,566,Y,WD,190000,30
70,RM,10690,AllPub,IDOTRR,7,CompShg,VinylSd,Gd,CBlock,672,Y,1344,1,0,3,1,6,468,Y,WD,147000,89
20,RL,9500,AllPub,NAmes,5,CompShg,Plywood,TA,CBlock,1394,Y,1394,1,1,3,1,6,514,Y,WD,159000,46
80,RL,9150,AllPub,NAmes,5,Tar&Grv,Plywood,TA,CBlock,1099,Y,1431,1,0,3,1,6,296,Y,WD,165000,46
20,RL,7800,AllPub,NAmes,6,CompShg,HdBoard,TA,PConc,1268,Y,1268,1,0,2,1,7,244,Y,WD,132000,56
20,RL,9830,AllPub,NAmes,7,CompShg,Wd Sdng,Gd,CBlock,1063,Y,1287,1,0,3,1,7,576,Y,WD,162000,51
60,RL,8121,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,953,Y,1664,2,1,3,1,7,460,Y,WD,172400,6
50,RL,17120,AllPub,ClearCr,4,CompShg,WdShing,TA,CBlock,0,Y,1588,2,0,4,1,7,680,N,WD,134432,49
120,RL,7175,AllPub,SawyerW,5,CompShg,Plywood,TA,CBlock,744,Y,752,1,0,2,1,4,264,Y,WD,125000,26
20,RL,10634,AllPub,NAmes,6,CompShg,MetalSd,TA,PConc,608,Y,1319,1,0,3,1,5,270,Y,WD,123000,56
60,RL,8200,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,847,Y,1928,2,1,4,1,8,434,Y,WD,219500,4
30,RL,10020,AllPub,Edwards,1,CompShg,Wd Sdng,Fa,BrkTil,683,N,904,0,1,1,1,4,0,Y,WD,61000,87
85,RL,8846,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,870,Y,914,1,0,2,1,5,576,Y,WD,148000,10
60,FV,11143,AllPub,Somerst,5,CompShg,CemntBd,TA,PConc,1580,Y,2466,3,0,4,1,8,610,Y,WD,340000,3
20,RL,11394,AllPub,StoneBr,2,CompShg,VinylSd,TA,PConc,1856,Y,1856,1,1,1,1,8,834,Y,New,394432,0
60,RL,8123,AllPub,Gilbert,5,CompShg,VinylSd,TA,PConc,982,Y,1800,2,1,3,1,7,463,Y,WD,179000,9
50,RL,5000,AllPub,SWISU,6,CompShg,BrkFace,TA,BrkTil,1026,Y,1691,2,0,3,1,6,308,Y,WD,127000,86
20,FV,7200,AllPub,Somerst,5,CompShg,VinylSd,TA,PConc,1293,Y,1301,2,0,2,1,5,572,Y,New,187750,0
60,RL,9245,AllPub,CollgCr,5,CompShg,VinylSd,TA,PConc,939,Y,1797,2,1,3,1,8,639,Y,WD,213500,1
45,RH,9000,AllPub,SawyerW,3,CompShg,Wd Sdng,TA,BrkTil,784,N,784,1,0,2,1,5,360,N,WD,76000,81
60,RL,53107,AllPub,ClearCr,5,CompShg,HdBoard,TA,PConc,1580,Y,1953,2,1,3,1,9,501,Y,WD,240000,15
120,RL,3182,AllPub,Blmngtn,5,CompShg,VinylSd,TA,PConc,1256,Y,1269,2,0,2,1,6,430,Y,WD,192000,6
50,RL,8410,AllPub,Edwards,3,CompShg,Wd Sdng,Fa,PConc,658,Y,1184,1,0,5,1,8,0,N,WD,81000,96
80,RL,7200,AllPub,Edwards,6,CompShg,MetalSd,TA,CBlock,1041,Y,1125,1,0,3,1,6,352,Y,WD,125000,33
