MSSubClass,LotArea,Utilities,OverallCond,RoofMatl,Foundation,CentralAir,GrLivArea,KitchenAbvGr,TotRmsAbvGrd,GarageType,GarageArea,PavedDrive,SalePrice,Age
60,11700,AllPub,6,CompShg,CBlock,Y,1743,1,7,Attchd,539,Y,175000,39
20,14000,AllPub,8,CompShg,CBlock,Y,1152,1,6,Attchd,300,Y,158500,59
190,15750,AllPub,5,CompShg,CBlock,Y,1336,1,5,Attchd,375,Y,157000,53
60,16226,AllPub,5,CompShg,PConc,Y,2452,1,9,BuiltIn,683,Y,267000,9
20,13704,AllPub,5,CompShg,PConc,Y,1541,1,6,Attchd,843,Y,205000,5
20,9800,AllPub,7,CompShg,PConc,Y,894,1,5,Attchd,552,Y,149900,34
75,18386,AllPub,9,CompShg,BrkTil,Y,3493,1,10,Attchd,870,Y,295000,128
20,10386,AllPub,5,CompShg,PConc,Y,2000,1,8,Attchd,888,Y,305900,3
60,13474,AllPub,5,CompShg,CBlock,Y,2243,1,8,Attchd,746,Y,225000,17
50,7920,AllPub,7,CompShg,CBlock,Y,1406,1,6,,0,N,89500,88
30,12342,AllPub,5,CompShg,CBlock,Y,861,1,4,Detchd,539,Y,82500,69
20,12378,AllPub,5,CompShg,PConc,Y,1944,1,8,Attchd,708,Y,360000,3
60,7685,AllPub,5,CompShg,PConc,Y,1501,1,6,Attchd,420,Y,165600,13
20,8000,AllPub,6,CompShg,CBlock,Y,972,1,5,Detchd,240,Y,132000,61
190,7800,AllPub,7,CompShg,CBlock,Y,1118,1,5,Detchd,410,Y,119900,67
20,215245,AllPub,5,CompShg,CBlock,Y,2036,1,8,Attchd,513,Y,375000,44
70,9600,AllPub,7,CompShg,BrkTil,Y,1641,1,6,Detchd,546,Y,178000,81
60,7795,AllPub,5,CompShg,PConc,Y,1432,1,6,Attchd,432,Y,188500,5
60,13005,AllPub,7,CompShg,CBlock,Y,2353,1,10,Attchd,484,Y,260000,29
60,9000,AllPub,5,CompShg,PConc,Y,1959,1,8,Attchd,1025,Y,270000,1
60,9900,AllPub,5,CompShg,PConc,Y,2646,1,9,Attchd,656,Y,260000,16
80,14115,AllPub,5,CompShg,CBlock,Y,1472,1,6,Attchd,588,Y,187500,29
60,16259,AllPub,5,CompShg,PConc,Y,2596,1,9,Attchd,840,Y,342643,0
60,12099,AllPub,5,CompShg,PConc,Y,2468,1,10,BuiltIn,872,Y,354000,3
60,10380,AllPub,5,CompShg,CBlock,Y,2730,1,8,Attchd,576,Y,301000,21
20,5820,AllPub,8,CompShg,CBlock,Y,1163,1,6,Attchd,220,Y,126175,51
80,11275,AllPub,7,WdShake,CBlock,Y,2978,1,11,BuiltIn,564,Y,242000,43
45,5000,AllPub,6,CompShg,CBlock,N,803,1,5,Detchd,360,Y,87000,66
120,10846,AllPub,5,CompShg,PConc,Y,1719,1,6,Attchd,473,Y,324000,15
20,11600,AllPub,5,CompShg,CBlock,Y,1383,1,7,Attchd,292,Y,145250,46
75,11888,AllPub,6,CompShg,BrkTil,N,2134,1,10,Detchd,441,Y,214500,93
70,6402,AllPub,5,CompShg,PConc,N,1192,1,6,Detchd,189,N,78000,89
90,10624,AllPub,4,CompShg,CBlock,Y,1728,2,10,Detchd,352,Y,119000,43
20,8176,AllPub,6,CompShg,CBlock,Y,1056,1,6,Attchd,308,Y,139000,49
20,10655,AllPub,5,CompShg,PConc,Y,1629,1,7,Attchd,880,Y,284000,6
120,8198,AllPub,5,CompShg,PConc,Y,1358,1,6,Attchd,484,Y,207000,4
60,9042,AllPub,5,CompShg,PConc,Y,1638,1,7,Attchd,472,Y,192000,10
190,164660,AllPub,6,CompShg,CBlock,Y,1786,1,7,Attchd,529,Y,228950,43
20,14157,AllPub,5,CompShg,PConc,Y,1922,1,8,Attchd,676,Y,377426,2
20,9135,AllPub,5,CompShg,PConc,Y,1536,1,7,Attchd,532,Y,214000,6
20,14145,AllPub,7,CompShg,CBlock,Y,1621,1,8,Attchd,440,Y,202500,22
20,12400,AllPub,7,CompShg,CBlock,Y,1215,1,6,Attchd,297,Y,155000,51
60,14191,AllPub,5,CompShg,PConc,Y,1908,1,9,Attchd,431,Y,202900,8
20,8400,AllPub,4,CompShg,CBlock,Y,841,1,4,CarPort,294,N,82000,59
90,8544,AllPub,4,CompShg,Slab,N,1040,2,6,Detchd,400,Y,87500,57
120,8849,AllPub,5,CompShg,PConc,Y,1684,1,6,Attchd,564,Y,266000,3
160,2592,AllPub,3,CompShg,CBlock,Y,1112,1,4,Attchd,336,Y,85000,34
50,6435,AllPub,5,CompShg,BrkTil,Y,1577,1,6,Detchd,312,Y,140200,67
20,12772,AllPub,8,CompShg,CBlock,Y,958,1,5,Attchd,301,Y,151500,47
20,17600,AllPub,5,CompShg,CBlock,Y,1478,1,6,Attchd,498,Y,157500,49
160,2448,AllPub,5,CompShg,PConc,Y,1626,1,6,BuiltIn,474,Y,154000,5
60,20431,AllPub,5,CompShg,PConc,Y,2728,1,10,Attchd,706,Y,437154,1
120,7820,AllPub,5,CompShg,PConc,Y,1869,1,6,Attchd,617,Y,318061,0
120,5271,AllPub,5,CompShg,PConc,Y,1453,1,6,Attchd,445,Y,190000,20
50,9084,AllPub,6,CompShg,CBlock,N,1111,1,5,Detchd,200,Y,95000,67
30,8520,AllPub,8,CompShg,BrkTil,Y,720,1,5,Detchd,484,Y,105900,82
50,8400,AllPub,5,CompShg,CBlock,Y,1595,1,6,Attchd,240,Y,140000,66
20,11249,AllPub,5,CompShg,PConc,Y,1200,1,6,Attchd,521,Y,177500,12
20,9248,AllPub,6,CompShg,PConc,Y,1167,1,6,Attchd,400,Y,173000,17
120,4224,AllPub,5,CompShg,PConc,Y,1142,1,6,Attchd,528,Y,134000,31
80,6930,AllPub,4,CompShg,CBlock,Y,1352,1,6,BuiltIn,288,Y,130000,48
60,12011,AllPub,5,CompShg,PConc,Y,1924,1,7,Attchd,592,Y,280000,8
85,7540,AllPub,6,CompShg,CBlock,Y,912,1,5,Attchd,470,Y,156000,29
50,9144,AllPub,5,CompShg,CBlock,Y,1505,1,8,Detchd,240,N,145000,68
85,7301,AllPub,5,CompShg,Slab,Y,1922,1,7,BuiltIn,672,Y,198500,6
160,1680,AllPub,8,CompShg,CBlock,Y,987,1,5,Detchd,264,Y,118000,37
60,18800,AllPub,5,CompShg,PConc,Y,1574,1,6,Attchd,566,Y,190000,30
70,10690,AllPub,7,CompShg,CBlock,Y,1344,1,6,Detchd,468,Y,147000,89
20,9500,AllPub,5,CompShg,CBlock,Y,1394,1,6,Attchd,514,Y,159000,46
80,9150,AllPub,5,Tar&Grv,CBlock,Y,1431,1,6,Basment,296,Y,165000,46
20,7800,AllPub,6,CompShg,PConc,Y,1268,1,7,Attchd,244,Y,132000,56
20,9830,AllPub,7,CompShg,CBlock,Y,1287,1,7,Detchd,576,Y,162000,51
60,8121,AllPub,5,CompShg,PConc,Y,1664,1,7,Attchd,460,Y,172400,6
50,17120,AllPub,4,CompShg,CBlock,Y,1588,1,7,Detchd,680,N,134432,49
120,7175,AllPub,5,CompShg,CBlock,Y,752,1,4,Attchd,264,Y,125000,26
20,10634,AllPub,6,CompShg,PConc,Y,1319,1,5,Attchd,270,Y,123000,56
60,8200,AllPub,5,CompShg,PConc,Y,1928,1,8,BuiltIn,434,Y,219500,4
30,10020,AllPub,1,CompShg,BrkTil,N,904,1,4,,0,Y,61000,87
85,8846,AllPub,5,CompShg,PConc,Y,914,1,5,Detchd,576,Y,148000,10
60,11143,AllPub,5,CompShg,PConc,Y,2466,1,8,Attchd,610,Y,340000,3
20,11394,AllPub,2,CompShg,PConc,Y,1856,1,8,Attchd,834,Y,394432,0
60,8123,AllPub,5,CompShg,PConc,Y,1800,1,7,Attchd,463,Y,179000,9
50,5000,AllPub,6,CompShg,BrkTil,Y,1691,1,6,Detchd,308,Y,127000,86
20,7200,AllPub,5,CompShg,PConc,Y,1301,1,5,Attchd,572,Y,187750,0
60,9245,AllPub,5,CompShg,PConc,Y,1797,1,8,Attchd,639,Y,213500,1
45,9000,AllPub,3,CompShg,BrkTil,N,784,1,5,Detchd,360,N,76000,81
60,53107,AllPub,5,CompShg,PConc,Y,1953,1,9,Attchd,501,Y,240000,15
120,3182,AllPub,5,CompShg,PConc,Y,1269,1,6,Attchd,430,Y,192000,6
50,8410,AllPub,3,CompShg,PConc,Y,1184,1,8,,0,N,81000,96
80,7200,AllPub,6,CompShg,CBlock,Y,1125,1,6,Detchd,352,Y,125000,33
20,9382,AllPub,5,CompShg,PConc,Y,1479,1,6,Attchd,577,Y,191000,9
60,12474,AllPub,5,CompShg,PConc,Y,2332,1,9,BuiltIn,846,Y,426000,1
50,8405,AllPub,8,CompShg,BrkTil,Y,1367,1,7,Detchd,384,Y,119000,108
60,12209,AllPub,5,CompShg,PConc,Y,1961,1,7,BuiltIn,560,Y,215000,8
20,8339,AllPub,7,CompShg,Slab,Y,882,1,5,Attchd,294,Y,106500,48
30,7446,AllPub,5,CompShg,CBlock,Y,788,1,4,,0,Y,100000,65
50,10134,AllPub,6,CompShg,CBlock,Y,1034,1,5,Detchd,240,Y,109000,67
20,9571,AllPub,6,CompShg,CBlock,Y,1144,1,6,Attchd,596,Y,129000,54
20,7200,AllPub,5,CompShg,CBlock,Y,894,1,6,Detchd,600,Y,123000,37
60,7590,AllPub,5,CompShg,CBlock,Y,1812,1,8,Attchd,264,Y,169500,45
30,8967,AllPub,2,CompShg,BrkTil,Y,1077,1,6,Detchd,338,N,67000,87
60,8125,AllPub,5,CompShg,PConc,Y,1550,1,7,Attchd,438,Y,241000,3
120,14963,AllPub,5,CompShg,PConc,Y,1288,1,4,Attchd,500,Y,245500,12
20,8767,AllPub,5,CompShg,PConc,Y,1310,1,6,Attchd,400,Y,164990,1
30,10200,AllPub,8,CompShg,PConc,Y,672,1,4,Detchd,240,N,108000,68
60,12090,AllPub,5,CompShg,PConc,Y,2263,1,10,BuiltIn,420,Y,258000,8
60,10364,AllPub,5,CompShg,PConc,Y,1572,1,7,BuiltIn,373,Y,168000,12
20,9991,AllPub,4,CompShg,CBlock,Y,1620,1,8,Attchd,490,Y,150000,33
50,10480,AllPub,5,CompShg,BrkTil,Y,1639,1,6,Detchd,240,Y,115000,72
70,15576,AllPub,7,CompShg,BrkTil,Y,1680,1,8,Attchd,308,Y,177000,93
60,14154,AllPub,5,CompShg,PConc,Y,2172,1,9,Attchd,947,Y,280000,1
60,10800,AllPub,5,CompShg,PConc,Y,2078,1,8,Attchd,836,Y,339750,1
20,9571,AllPub,3,CompShg,CBlock,Y,1276,1,5,Attchd,350,Y,60000,51
190,34650,AllPub,5,CompShg,CBlock,N,1056,1,5,Attchd,572,Y,145000,51
20,4403,AllPub,5,CompShg,PConc,Y,1478,1,7,Attchd,484,Y,222000,1
30,8960,AllPub,6,CompShg,CBlock,Y,1028,1,5,Detchd,360,Y,115000,83
60,11228,AllPub,5,CompShg,PConc,Y,2097,1,9,Attchd,678,Y,228000,15
20,8899,AllPub,5,CompShg,PConc,Y,1340,1,6,Attchd,396,Y,181134,0
60,7844,AllPub,7,CompShg,CBlock,Y,1400,1,6,Attchd,440,Y,149500,28
70,22420,AllPub,6,CompShg,BrkTil,N,2624,1,10,Detchd,864,N,239000,89
50,8160,AllPub,6,CompShg,BrkTil,N,1134,1,7,Detchd,240,P,126000,67
20,8450,AllPub,6,CompShg,CBlock,Y,1056,1,6,Attchd,304,Y,142000,42
90,7060,AllPub,5,CompShg,PConc,Y,1344,2,8,Attchd,784,Y,206300,11
20,16635,AllPub,7,CompShg,CBlock,Y,1602,1,8,Attchd,529,Y,215000,32
20,21750,AllPub,5,CompShg,CBlock,Y,988,1,4,Attchd,520,N,113000,54
60,9200,AllPub,5,CompShg,PConc,Y,2630,1,8,Attchd,696,Y,315000,10
20,9000,AllPub,5,CompShg,CBlock,Y,1196,1,6,Attchd,297,Y,139000,52
60,3378,AllPub,8,CompShg,CBlock,Y,1389,1,6,Detchd,240,P,135000,63
80,12800,AllPub,5,CompShg,PConc,Y,1644,1,5,Attchd,569,Y,275000,20
20,8593,AllPub,6,CompShg,CBlock,Y,907,1,5,Detchd,352,Y,109008,51
20,6762,AllPub,5,CompShg,PConc,Y,1208,1,6,Attchd,628,Y,195400,0
20,11457,AllPub,5,CompShg,CBlock,Y,1412,1,6,Attchd,576,Y,175000,21
160,1680,AllPub,5,CompShg,CBlock,Y,987,1,4,Detchd,264,Y,85400,37
50,5586,AllPub,7,CompShg,BrkTil,Y,1198,1,7,,0,N,79900,88
160,1920,AllPub,5,CompShg,CBlock,Y,1365,1,6,Detchd,440,Y,122500,36
60,10839,AllPub,5,CompShg,PConc,Y,1604,1,7,Attchd,470,Y,181000,11
180,1890,AllPub,7,CompShg,CBlock,Y,630,1,3,,0,Y,81000,36
60,10667,AllPub,6,CompShg,PConc,Y,1661,1,6,Attchd,550,Y,212000,13
50,4400,AllPub,8,CompShg,BrkTil,Y,1118,1,6,Detchd,440,Y,116000,86
45,6000,AllPub,7,CompShg,PConc,Y,904,1,4,Detchd,180,Y,119000,83
30,4280,AllPub,6,CompShg,PConc,N,694,1,4,Detchd,352,P,90350,94
50,12354,AllPub,8,CompShg,BrkTil,Y,1196,1,7,Detchd,528,Y,110000,89
20,15431,AllPub,5,CompShg,PConc,Y,2402,1,10,Attchd,672,Y,555000,1
90,12108,AllPub,4,CompShg,CBlock,N,1440,2,8,,0,Y,118000,53
50,6240,AllPub,7,CompShg,PConc,Y,1573,1,8,Detchd,360,P,162900,78
120,3922,AllPub,5,CompShg,PConc,Y,1258,1,6,Attchd,648,Y,172500,1
60,8750,AllPub,5,CompShg,PConc,Y,1908,1,8,Attchd,493,Y,210000,14
20,9855,AllPub,5,CompShg,CBlock,Y,1689,1,7,Attchd,480,Y,127500,53
20,16492,AllPub,6,CompShg,CBlock,Y,1888,1,6,Attchd,578,Y,190000,44
60,11214,AllPub,5,CompShg,PConc,Y,1886,1,10,Attchd,431,Y,199900,8
50,8600,AllPub,6,CompShg,BrkTil,Y,1376,1,7,Detchd,198,N,119500,69
50,6000,AllPub,7,CompShg,CBlock,Y,1183,1,6,Detchd,308,Y,120000,59
30,5684,AllPub,8,CompShg,BrkTil,Y,813,1,5,Detchd,270,N,110000,76
20,70761,AllPub,5,WdShngl,CBlock,Y,1533,1,5,Attchd,576,Y,280000,31
60,9303,AllPub,5,CompShg,PConc,Y,1756,1,7,Attchd,422,Y,204000,11
60,9000,AllPub,5,CompShg,PConc,Y,1590,1,6,Attchd,676,Y,210000,1
90,9297,AllPub,5,CompShg,CBlock,Y,1728,2,8,Detchd,560,Y,188000,30
20,9600,AllPub,6,CompShg,CBlock,Y,1242,1,6,Attchd,528,Y,175500,34
70,4571,AllPub,5,CompShg,BrkTil,N,1344,1,7,Detchd,513,Y,98000,92
20,53227,AllPub,6,Tar&Grv,CBlock,Y,1663,1,6,Attchd,529,Y,256000,54
70,5100,AllPub,7,CompShg,PConc,Y,1666,1,7,Detchd,228,Y,161000,83
50,7015,AllPub,4,CompShg,CBlock,Y,1203,1,5,Detchd,352,Y,110000,59
60,8004,AllPub,5,CompShg,PConc,Y,1935,1,8,BuiltIn,552,Y,263435,0
70,7200,AllPub,9,CompShg,PConc,Y,1135,1,6,Detchd,576,Y,155000,73
20,8281,AllPub,5,CompShg,CBlock,Y,864,1,5,Detchd,360,Y,62383,44
70,11988,AllPub,7,CompShg,CBlock,Y,1660,1,6,Detchd,240,Y,188700,74
20,8430,AllPub,5,CompShg,CBlock,Y,1040,1,5,,0,Y,124000,31
120,3072,AllPub,5,CompShg,PConc,Y,1414,1,6,Attchd,398,Y,178740,2
20,10628,AllPub,5,Tar&Grv,CBlock,Y,1277,1,5,Attchd,526,Y,167000,37
70,9480,AllPub,7,CompShg,CBlock,Y,1644,1,7,Attchd,312,Y,146500,65
20,11428,AllPub,5,CompShg,PConc,Y,1634,1,7,Attchd,866,Y,250000,1
60,9291,AllPub,5,CompShg,PConc,Y,1710,1,7,Attchd,506,Y,187000,15
120,6820,AllPub,5,CompShg,PConc,Y,1502,1,4,Attchd,528,Y,212000,25
60,11952,AllPub,6,WdShake,CBlock,Y,1969,1,8,Attchd,534,Y,190000,30
180,3675,AllPub,5,CompShg,PConc,Y,1072,1,5,Basment,525,Y,148000,3
20,14977,AllPub,5,CompShg,PConc,Y,1976,1,7,Attchd,908,Y,440000,1
120,5330,AllPub,5,CompShg,PConc,Y,1652,1,6,Attchd,499,Y,251000,7
20,8480,AllPub,6,CompShg,CBlock,Y,970,1,5,Detchd,624,Y,132500,44
20,13125,AllPub,5,CompShg,PConc,Y,1493,1,7,Attchd,508,Y,208900,11
60,13693,AllPub,5,CompShg,PConc,Y,2643,1,9,BuiltIn,694,Y,380000,1
20,10637,AllPub,5,CompShg,PConc,Y,1718,1,7,Attchd,826,Y,297000,2
30,5925,AllPub,7,CompShg,BrkTil,Y,1131,1,7,Detchd,672,Y,89471,70
20,16033,AllPub,5,CompShg,PConc,Y,1850,1,8,Attchd,772,Y,326000,2
20,11846,AllPub,5,CompShg,PConc,Y,1792,1,6,Attchd,874,Y,374000,3
70,2500,AllPub,8,CompShg,PConc,Y,1826,1,7,Attchd,164,Y,155000,94
120,4500,AllPub,5,CompShg,PConc,Y,1216,1,5,Attchd,402,Y,164000,8
20,7758,AllPub,7,CompShg,CBlock,Y,999,1,6,Detchd,264,Y,132500,45
20,9600,AllPub,7,CompShg,CBlock,Y,1113,1,5,Attchd,264,Y,147000,59
20,10289,AllPub,7,CompShg,CBlock,Y,1073,1,6,Attchd,515,Y,156000,42
20,12243,AllPub,6,CompShg,CBlock,Y,1484,1,7,Attchd,487,Y,175000,36
190,10800,AllPub,4,CompShg,CBlock,N,2414,2,10,Attchd,520,N,160000,106
180,1526,AllPub,8,CompShg,CBlock,Y,630,1,3,Attchd,286,Y,86000,39
160,2665,AllPub,6,CompShg,PConc,Y,1304,1,4,BuiltIn,336,Y,115000,32
50,9490,AllPub,7,CompShg,CBlock,Y,1578,1,5,Attchd,240,Y,133000,65
60,15578,AllPub,5,CompShg,PConc,Y,1456,1,8,Attchd,429,Y,172785,0
20,7931,AllPub,6,CompShg,CBlock,Y,1269,1,6,Detchd,308,Y,155000,48
30,5784,AllPub,8,CompShg,BrkTil,Y,886,1,4,Attchd,273,Y,91300,71
30,7879,AllPub,5,CompShg,CBlock,N,720,1,4,,0,N,34900,89
20,12692,AllPub,5,CompShg,PConc,Y,3228,1,10,Attchd,546,Y,430000,15
50,9120,AllPub,6,CompShg,PConc,Y,1820,1,8,Detchd,240,N,184000,83
20,7800,AllPub,7,CompShg,PConc,Y,899,1,5,Attchd,288,Y,130000,42
20,7535,AllPub,7,CompShg,CBlock,Y,912,1,5,Attchd,297,Y,120000,49
160,1890,AllPub,5,CompShg,CBlock,Y,1218,1,7,Detchd,264,Y,113000,34
60,9803,AllPub,5,CompShg,PConc,Y,1768,1,7,Attchd,603,Y,226700,3
20,9170,AllPub,7,CompShg,CBlock,Y,1214,1,6,Detchd,461,Y,140000,42
20,15602,AllPub,8,CompShg,CBlock,Y,1801,1,6,Attchd,484,Y,289000,51
160,2308,AllPub,5,CompShg,CBlock,Y,1322,1,6,Attchd,440,Y,147000,35
90,7596,AllPub,5,CompShg,CBlock,Y,1960,2,10,Detchd,400,N,124500,57
60,9554,AllPub,5,CompShg,PConc,Y,1911,1,8,Attchd,471,Y,215000,13
20,7862,AllPub,5,CompShg,PConc,Y,1218,1,4,Attchd,676,Y,208300,0
70,9600,AllPub,9,CompShg,BrkTil,Y,1378,1,7,Detchd,360,N,161000,80
20,9600,AllPub,6,CompShg,CBlock,Y,1041,1,6,Attchd,270,Y,124500,50
20,14559,AllPub,7,CompShg,CBlock,Y,1363,1,6,CarPort,288,Y,164900,58
120,6792,AllPub,5,CompShg,PConc,Y,1368,1,6,Attchd,474,Y,202665,1
20,9100,AllPub,5,CompShg,CBlock,Y,864,1,5,Detchd,624,Y,129900,48
20,9187,AllPub,5,CompShg,PConc,Y,1080,1,5,Attchd,484,Y,134000,24
45,10594,AllPub,5,CompShg,BrkTil,N,789,1,5,Detchd,200,Y,96500,81
20,12220,AllPub,5,CompShg,CBlock,Y,2020,1,9,Attchd,900,Y,402861,0
80,10448,AllPub,6,CompShg,CBlock,Y,2119,1,7,Attchd,583,Y,158000,37
60,10208,AllPub,5,CompShg,PConc,Y,2344,1,7,Attchd,889,Y,265000,13
60,9531,AllPub,5,CompShg,PConc,Y,1796,1,7,Attchd,546,Y,211000,9
70,10918,AllPub,9,CompShg,BrkTil,Y,2080,1,9,Detchd,282,Y,234000,83
190,10800,AllPub,7,CompShg,BrkTil,N,1294,2,7,,0,N,106250,108
20,11988,AllPub,6,CompShg,CBlock,Y,1244,1,6,Attchd,336,Y,150000,50
50,5000,AllPub,7,CompShg,CBlock,Y,1664,1,7,Detchd,420,Y,159000,59
60,40094,AllPub,5,CompShg,PConc,Y,4676,1,11,BuiltIn,884,Y,184750,0
60,11787,AllPub,5,CompShg,PConc,Y,2398,1,8,Attchd,834,Y,315750,11
20,7500,AllPub,5,CompShg,PConc,Y,1266,1,6,Attchd,453,Y,176000,1
20,13300,AllPub,7,CompShg,CBlock,Y,928,1,4,Attchd,252,Y,132000,51
60,14948,AllPub,5,CompShg,PConc,Y,2713,1,11,Attchd,858,Y,446261,0
30,9098,AllPub,7,CompShg,BrkTil,Y,605,1,5,,0,N,86000,87
20,32668,AllPub,3,CompShg,PConc,Y,2515,2,9,Attchd,484,Y,200624,50
80,10200,AllPub,5,CompShg,CBlock,Y,1509,1,5,Attchd,600,Y,175000,20
70,6155,AllPub,8,CompShg,BrkTil,Y,1362,1,6,Detchd,502,Y,128000,88
20,7200,AllPub,7,CompShg,Slab,Y,827,1,5,Detchd,392,Y,107500,55
20,5000,AllPub,3,CompShg,Slab,N,334,1,2,,0,N,39300,61
60,9056,AllPub,5,CompShg,PConc,Y,1414,1,6,Attchd,403,Y,178000,2
190,7000,AllPub,7,CompShg,CBlock,Y,1347,1,5,,0,N,107500,98
60,8924,AllPub,5,CompShg,PConc,Y,1724,1,8,Attchd,527,Y,188000,10
20,12735,AllPub,5,CompShg,CBlock,Y,864,1,5,Detchd,576,Y,111250,36
20,11553,AllPub,5,CompShg,CBlock,Y,1159,1,7,Attchd,336,Y,158000,38
20,11423,AllPub,5,CompShg,PConc,Y,1601,1,6,Attchd,670,Y,272000,9
20,14601,AllPub,5,CompShg,PConc,Y,1838,1,8,Attchd,765,Y,315000,3
60,11000,AllPub,5,CompShg,PConc,Y,2285,1,8,BuiltIn,648,Y,248000,7
20,10140,AllPub,5,CompShg,PConc,Y,1680,1,7,Attchd,583,Y,213250,11
120,4058,AllPub,5,CompShg,PConc,Y,767,1,4,Attchd,367,Y,133000,9
60,17104,AllPub,5,CompShg,PConc,Y,1496,1,7,Attchd,426,Y,179665,0
50,13837,AllPub,5,CompShg,PConc,Y,2183,1,9,Attchd,786,Y,229000,18
50,8737,AllPub,7,CompShg,BrkTil,Y,1635,1,6,Detchd,440,Y,210000,84
85,7244,AllPub,7,CompShg,CBlock,Y,768,1,5,Detchd,624,Y,129500,37
20,8235,AllPub,7,CompShg,CBlock,Y,825,1,4,Detchd,720,Y,125000,53
60,9375,AllPub,5,CompShg,PConc,Y,2094,1,8,BuiltIn,615,Y,263000,6
120,4043,AllPub,6,CompShg,CBlock,Y,1069,1,4,Attchd,440,Y,140000,31
20,6000,AllPub,6,CompShg,CBlock,Y,928,1,5,Attchd,288,Y,112500,51
20,11146,AllPub,5,CompShg,PConc,Y,1717,1,7,Attchd,908,Y,255500,3
20,8777,AllPub,5,CompShg,CBlock,Y,1126,1,5,Detchd,520,N,108000,60
60,10625,AllPub,5,CompShg,PConc,Y,2046,1,8,BuiltIn,871,Y,284000,5
45,6380,AllPub,6,CompShg,BrkTil,Y,1048,1,5,Detchd,280,Y,113000,84
20,14850,AllPub,5,CompShg,CBlock,Y,1092,1,6,Attchd,299,Y,141000,49
50,11040,AllPub,6,CompShg,CBlock,Y,1336,1,7,CarPort,570,Y,108000,86
60,21872,AllPub,5,CompShg,PConc,Y,1446,1,6,Attchd,406,Y,175000,12
120,3196,AllPub,5,CompShg,PConc,Y,1557,1,7,Attchd,420,Y,234000,3
20,11341,AllPub,6,CompShg,CBlock,Y,1392,1,5,Detchd,528,Y,121500,53
20,10010,AllPub,5,CompShg,CBlock,Y,1389,1,6,Attchd,418,Y,170000,32
30,13907,AllPub,6,CompShg,CBlock,Y,996,1,6,,0,Y,108000,68
50,21780,AllPub,7,CompShg,BrkTil,Y,1674,1,8,Detchd,396,N,185000,90
60,13346,AllPub,5,CompShg,PConc,Y,2295,1,9,Attchd,590,Y,268000,14
70,6858,AllPub,4,CompShg,PConc,N,1647,1,6,Detchd,216,Y,128000,95
60,11198,AllPub,5,CompShg,PConc,Y,2504,1,11,BuiltIn,656,Y,325000,3
20,10171,AllPub,5,CompShg,PConc,Y,1535,1,7,Attchd,532,Y,214000,6
50,12327,AllPub,8,CompShg,CBlock,Y,2132,1,5,BuiltIn,612,Y,316600,26
90,7032,AllPub,5,CompShg,CBlock,Y,943,1,4,Detchd,600,Y,135960,27
90,13101,AllPub,5,CompShg,CBlock,Y,1728,2,10,Detchd,576,Y,142600,43
20,7332,AllPub,6,CompShg,CBlock,Y,864,1,4,Attchd,288,Y,120000,47
60,13159,AllPub,5,CompShg,PConc,Y,1692,1,6,Attchd,650,Y,224500,0
80,9967,AllPub,5,CompShg,PConc,Y,1430,1,8,BuiltIn,400,Y,170000,7
80,10500,AllPub,7,CompShg,CBlock,Y,1109,1,5,BuiltIn,288,Y,139000,36
50,8480,AllPub,5,CompShg,CBlock,Y,1216,1,6,Detchd,336,Y,118500,61
50,6292,AllPub,7,CompShg,BrkTil,Y,1477,1,6,Detchd,216,Y,145000,81
80,11777,AllPub,6,CompShg,CBlock,Y,1320,1,6,Attchd,564,Y,164500,40
160,3604,AllPub,5,CompShg,PConc,Y,1392,1,5,Detchd,540,Y,146000,1
50,12150,AllPub,5,CompShg,BrkTil,N,1795,1,7,Attchd,352,Y,131500,54
20,14585,AllPub,6,CompShg,CBlock,Y,1429,1,7,Attchd,572,Y,181900,47
20,12704,AllPub,5,CompShg,PConc,Y,2042,1,8,Attchd,1390,Y,253293,1
90,11841,AllPub,5,CompShg,CBlock,Y,816,1,5,,0,Y,118500,17
75,13500,AllPub,9,CompShg,BrkTil,Y,2775,1,9,Detchd,880,Y,325000,115
50,6120,AllPub,7,CompShg,BrkTil,Y,1573,1,6,Detchd,240,Y,133000,74
20,11443,AllPub,5,CompShg,PConc,Y,2028,1,7,Attchd,880,Y,369900,1
30,10267,AllPub,7,CompShg,BrkTil,Y,838,1,5,Detchd,275,N,130000,90
85,8740,AllPub,6,CompShg,CBlock,Y,860,1,4,Detchd,528,Y,137000,27
20,25095,AllPub,8,Tar&Grv,CBlock,Y,1473,1,5,Attchd,452,Y,143000,41
40,9100,AllPub,6,CompShg,BrkTil,Y,935,1,4,Detchd,308,P,79500,78
60,8320,AllPub,5,CompShg,PConc,Y,1582,1,6,Attchd,520,Y,185900,4
60,13478,AllPub,5,CompShg,PConc,Y,2296,1,10,BuiltIn,842,Y,451950,1
20,6600,AllPub,8,CompShg,PConc,Y,816,1,4,Detchd,816,Y,138000,26
120,4435,AllPub,5,CompShg,PConc,Y,848,1,4,Attchd,420,Y,140000,6
20,7990,AllPub,6,CompShg,CBlock,Y,924,1,5,Detchd,280,Y,110000,33
20,11302,AllPub,5,CompShg,PConc,Y,1826,1,7,Attchd,758,Y,319000,1
70,3600,AllPub,7,CompShg,CBlock,N,1368,1,7,Detchd,216,N,114504,96
120,3922,AllPub,5,CompShg,PConc,Y,1402,1,7,Attchd,648,Y,194201,1
